marital status,age,gender,rooms,hobbies,alcoholic,annual_income,fav_color,other_props,work_hours,avg_energy,other_cities,office_distance,ethnicity,devotional,ed_qualification,expenses,genre,nature_lover,high_raise_apt,sports,texture,outing,group
1,8,0,2,traveling,0,6153800,grey,4,12,1682,chennai,5,hindi,1,8,10,romantic,1,1,augmented,silky,2,4
0,33,0,2,acting,1,329840,pink,2,4,845,gandhinagar,15,bengali,0,20,22,metallic,0,0,indoor,silky,0,9
0,52,1,3,singing,0,738824,purple,2,10,673,jaipur,1,bengali,0,8,36,jaaz,0,1,outdoor,matte,0,5
3,6,1,3,sports,0,4983019,grey,8,12,2699,chennai,21,hindi,1,22,11,folk,0,1,augmented,fluffy,2,8
0,53,0,1,sleeping,0,589089,white,4,6,263,jammu,24,punjabi,1,17,23,metallic,1,1,indoor,hard,1,5
0,42,0,1,volunteering,1,2208382,yellow,2,10,2389,gandhinagar,18,hindi,1,21,19,mashups,0,0,virtual,matte,2,9
0,14,0,3,reading,0,8348261,yellow,1,8,921,chandigarh,15,hindi,1,23,2,cover,1,0,virtual,fluffy,0,4
1,20,0,3,cooking,0,574390,green,2,9,1166,ranchi,18,bengali,1,13,1,cover,1,0,indoor,soft,2,1
3,27,1,3,sports,0,949312,pink,2,5,395,mumbai,9,kannada,1,13,20,jaaz,1,1,virtual,silky,1,8
0,20,1,3,sleeping,0,8017090,blue,1,7,2558,gandhinagar,23,punjabi,1,14,17,romantic,0,1,augmented,silky,2,4
1,15,1,1,reading,0,8273815,orange,1,8,831,aizawl,6,punjabi,1,6,20,mashups,1,1,virtual,silky,1,6
0,23,1,1,reading,0,7508875,pink,2,11,845,hyderbad,8,malayalam,1,7,20,romantic,1,0,augmented,silky,2,4
0,48,0,2,sleeping,0,309195,purple,2,6,1552,bhubaneswar,14,hindi,1,12,11,soft,0,0,virtual,soft,1,9
0,23,0,2,singing,0,1360106,orange,8,12,407,gandhinagar,1,kannada,1,16,1,jaaz,0,0,virtual,matte,1,4
1,14,0,2,traveling,0,716230,purple,4,9,1355,delhi,20,punjabi,1,17,28,mashups,0,1,indoor,silky,2,7
3,32,1,2,dancing,0,656271,blue,8,11,1244,mumbai,1,hindi,0,9,30,jaaz,0,0,augmented,soft,1,6
3,62,0,2,dancing,1,150237,pink,4,5,2832,delhi,2,tamil,0,5,36,romantic,0,1,outdoor,silky,1,6
0,62,0,3,traveling,1,716230,pink,4,8,2832,delhi,7,malayalam,1,13,30,jaaz,1,0,augmented,hard,1,4
0,60,1,4,traveling,0,2651024,black,2,10,3912,kolkata,9,hindi,0,21,18,metallic,0,1,augmented,silky,0,4
1,45,1,2,sleeping,0,3046609,green,4,1,921,mumbai,1,bengali,1,13,1,soft,0,0,indoor,matte,2,6
0,48,0,1,traveling,0,8348261,white,2,4,306,mumbai,24,kannada,0,4,34,hiphop,1,1,indoor,fluffy,1,4
0,17,0,1,cooking,1,8973395,purple,2,9,2768,gangtok,18,kannada,1,13,5,folk,1,1,augmented,matte,2,4
0,20,0,1,reading,0,6251352,white,2,10,1902,chandigarh,6,kannada,1,14,30,pop,1,0,virtual,soft,1,4
0,42,0,1,sleeping,1,6394389,green,4,5,2768,agartala,18,hindi,1,12,19,soft,1,1,outdoor,hard,2,4
0,35,0,1,watching,0,399312,orange,8,10,2690,delhi,9,marathi,0,24,40,folk,1,1,augmented,soft,1,4
0,12,0,3,acting,1,1164430,purple,2,8,2733,imphal,6,kannada,0,12,7,cover,0,0,indoor,fluffy,0,4
0,52,1,2,traveling,0,6941819,blue,2,5,2299,patna,13,tamil,0,24,8,romantic,0,0,outdoor,soft,0,4
2,20,0,1,watching,1,754169,pink,2,3,395,agartala,14,telugu,0,13,6,romantic,1,0,virtual,hard,2,8
1,42,0,2,acting,1,104907,blue,1,10,2375,agartala,8,malayalam,1,14,7,soft,0,1,augmented,silky,2,10
1,27,0,2,volunteering,0,4823265,white,1,10,355,gandhinagar,9,bengali,1,14,3,metallic,1,1,indoor,hard,1,6
1,72,1,3,watching,0,5330846,blue,7,10,2690,gandhinagar,9,kannada,1,20,20,folk,0,1,outdoor,fluffy,0,9
0,46,2,3,volunteering,1,6394389,purple,2,10,884,panaji,1,punjabi,1,17,3,metallic,1,1,outdoor,fluffy,2,4
0,60,0,3,sports,1,574390,purple,2,11,486,shimla,15,punjabi,1,17,5,romantic,0,0,augmented,silky,0,5
0,29,1,1,singing,1,7508875,white,8,10,1825,dispur,16,bengali,1,9,5,metallic,1,1,indoor,fluffy,1,3
0,58,0,3,watching,1,987529,blue,4,10,828,vijayawada,1,bengali,1,6,20,soft,1,0,virtual,soft,2,4
0,34,0,3,watching,1,8273815,yellow,2,11,2690,delhi,1,kannada,1,6,14,hiphop,1,1,outdoor,silky,1,3
0,19,0,2,traveling,1,3350881,red,2,9,2573,gandhinagar,20,hindi,1,21,8,soft,1,1,outdoor,hard,0,4
0,62,0,1,cooking,1,584486,yellow,3,10,3749,bhubaneswar,1,hindi,0,15,7,soft,1,0,virtual,matte,1,5
0,60,0,2,traveling,0,8596595,white,1,0,3832,jammu,15,tamil,1,14,29,cover,0,1,indoor,hard,2,4
3,7,0,2,cooking,0,2208382,yellow,1,7,2048,jaipur,15,tamil,1,17,1,rock,1,0,outdoor,matte,0,8
0,19,0,2,sleeping,0,2208382,yellow,3,4,875,ranchi,6,punjabi,0,9,23,mashups,0,1,virtual,soft,2,4
1,14,1,2,volunteering,0,4782671,yellow,2,5,2299,bangalore,3,kannada,0,14,20,hiphop,0,0,outdoor,silky,0,6
0,6,2,2,dancing,1,3350881,red,2,10,2733,chandigarh,21,telugu,0,9,1,mashups,0,1,virtual,matte,2,4
0,23,0,3,cooking,1,148716,blue,4,8,632,patna,6,telugu,0,14,8,folk,0,1,indoor,fluffy,0,4
1,48,1,2,dancing,0,104907,grey,2,9,2573,kolkata,16,hindi,0,24,20,rock,0,0,outdoor,hard,0,9
3,19,1,1,singing,1,8596595,black,1,4,2672,shillong,15,malayalam,1,7,7,rock,0,0,virtual,hard,0,6
0,8,1,3,volunteering,0,7850318,white,2,6,1394,gandhinagar,25,bengali,0,8,10,mashups,0,0,virtual,silky,2,4
0,11,1,3,sleeping,0,7508875,green,2,9,379,jammu,7,kannada,0,15,26,jaaz,0,1,indoor,soft,1,4
2,8,0,2,singing,0,589089,black,7,10,3286,kolkata,6,hindi,0,7,8,pop,0,0,indoor,soft,2,6
0,19,0,3,acting,0,6969252,black,2,6,2690,shillong,4,bengali,1,14,10,hiphop,0,0,virtual,hard,1,4
2,60,1,3,cooking,1,987529,green,1,9,1649,bhubaneswar,15,malayalam,1,5,15,hiphop,0,1,augmented,hard,0,8
0,15,0,1,sleeping,1,215870,brown,4,5,2699,panaji,8,malayalam,0,15,10,metallic,0,0,augmented,fluffy,0,9
2,30,0,2,sports,0,6941819,green,2,9,1542,vijayawada,6,punjabi,1,14,9,hiphop,1,0,indoor,fluffy,0,6
1,28,1,1,traveling,0,4492854,black,2,10,1682,bangalore,16,marathi,1,16,3,mashups,0,1,virtual,silky,2,6
3,41,0,3,traveling,0,4782671,blue,1,6,1219,ranchi,10,malayalam,1,20,30,soft,0,1,indoor,silky,1,6
0,67,0,3,traveling,1,336197,blue,2,11,251,kolkata,4,tamil,1,5,27,folk,0,0,outdoor,matte,1,5
0,45,0,3,traveling,0,862365,pink,2,10,1047,ranchi,9,bengali,1,14,12,folk,1,0,outdoor,silky,0,9
0,20,1,3,watching,0,851246,black,1,0,2699,panaji,8,punjabi,1,6,23,rock,0,1,outdoor,hard,2,9
0,18,0,2,cooking,0,3350881,green,8,10,2551,kolkata,13,bengali,1,14,10,soft,1,1,outdoor,soft,1,4
0,59,0,3,dancing,1,399312,blue,2,10,3912,chandigarh,14,telugu,0,24,14,metallic,0,1,augmented,hard,0,5
1,11,0,3,traveling,1,6251352,black,2,10,2334,chandigarh,14,tamil,1,21,10,mashups,1,1,virtual,soft,0,4
0,73,0,3,sports,1,2074427,brown,8,9,1902,hyderbad,15,bengali,0,18,12,metallic,0,0,virtual,soft,2,3
1,8,0,3,reading,0,6251352,orange,2,6,1219,kohima,5,marathi,1,13,13,metallic,1,1,indoor,fluffy,0,6
1,60,1,1,sports,0,987529,red,3,11,1542,bhopal,10,marathi,1,16,31,jaaz,1,0,indoor,matte,0,9
2,11,0,3,singing,0,656271,red,2,10,3832,kolkata,13,marathi,1,12,8,pop,1,0,augmented,silky,0,8
0,53,0,2,sleeping,0,214791,orange,1,10,2299,delhi,23,kannada,1,16,10,jaaz,0,0,outdoor,soft,2,10
3,30,1,2,acting,0,4983019,pink,7,12,337,chandigarh,10,malayalam,1,13,14,jaaz,1,1,virtual,hard,0,4
0,12,0,3,singing,1,505020,green,1,10,2445,kolkata,4,bengali,1,23,31,folk,0,1,outdoor,fluffy,0,9
1,55,0,1,dancing,1,4492854,orange,2,4,1869,dispur,4,punjabi,1,6,29,soft,1,0,virtual,matte,1,6
0,41,1,2,singing,0,652739,brown,1,11,3972,dispur,21,punjabi,1,14,14,mashups,1,1,virtual,hard,1,9
2,13,2,2,cooking,0,8596595,white,1,12,337,chandigarh,21,bengali,1,8,23,metallic,0,0,indoor,soft,0,6
0,8,1,1,singing,0,257205,green,1,10,3286,chandigarh,10,kannada,1,24,20,romantic,1,0,indoor,hard,1,9
0,41,0,1,sports,0,218690,white,2,10,1552,mumbai,2,punjabi,1,14,20,cover,0,0,outdoor,hard,0,9
1,73,1,3,cooking,1,716230,grey,7,6,306,chandigarh,9,bengali,0,18,20,mashups,1,1,outdoor,silky,1,6
0,43,0,2,singing,0,656271,brown,4,10,1166,ranchi,3,bengali,1,17,23,soft,1,0,virtual,silky,0,9
2,30,0,1,reading,1,588503,white,1,10,1902,delhi,6,telugu,1,24,26,jaaz,0,1,indoor,fluffy,2,8
0,73,1,3,dancing,0,335973,green,4,8,1516,raipur,1,kannada,1,18,19,folk,1,0,indoor,fluffy,2,4
0,45,1,3,traveling,0,218690,black,1,12,853,mumbai,4,kannada,1,12,15,romantic,0,0,virtual,fluffy,2,9
1,7,1,1,sleeping,0,680555,black,2,8,1633,gandhinagar,15,kannada,0,12,11,metallic,1,0,virtual,hard,2,7
0,19,0,2,cooking,1,987529,grey,2,11,2305,jaipur,14,bengali,1,12,3,jaaz,0,0,augmented,silky,0,9
3,51,1,3,traveling,1,1718402,grey,1,9,1166,ranchi,3,punjabi,1,24,8,romantic,0,0,outdoor,silky,1,8
1,15,0,1,traveling,1,1884102,black,1,10,1507,panaji,15,kannada,1,17,5,pop,0,0,augmented,soft,2,7
0,20,0,3,cooking,0,6153800,red,1,10,3912,panaji,3,tamil,1,5,21,soft,0,0,virtual,hard,2,4
1,25,1,1,singing,0,2338408,red,7,11,884,lucknow,5,hindi,0,14,20,folk,1,1,virtual,silky,1,2
3,55,2,2,watching,0,980184,blue,2,10,3954,itanagar,17,kannada,1,0,18,romantic,1,0,outdoor,fluffy,0,8
0,23,1,2,reading,0,218690,pink,1,0,897,chandigarh,8,malayalam,1,22,3,jaaz,0,1,outdoor,hard,2,9
0,25,1,3,sleeping,0,6969252,orange,2,9,831,lucknow,23,punjabi,1,24,21,soft,0,0,indoor,matte,0,4
0,30,0,3,traveling,0,6683746,black,4,10,521,gangtok,25,telugu,1,14,22,folk,0,0,indoor,soft,2,4
0,18,0,1,acting,1,6941819,pink,1,6,1932,panaji,23,marathi,1,13,12,cover,0,1,augmented,fluffy,2,4
0,27,1,3,reading,1,3832751,red,2,8,3832,agartala,1,hindi,1,5,29,hiphop,1,1,indoor,hard,0,4
0,43,0,1,dancing,1,8154472,orange,2,10,1902,lucknow,10,marathi,1,12,10,folk,1,1,augmented,silky,1,4
0,46,0,2,reading,0,505020,black,2,6,1767,dispur,15,tamil,1,24,31,pop,1,0,augmented,fluffy,2,9
0,55,0,1,volunteering,1,1069422,blue,2,5,1902,gandhinagar,11,tamil,1,5,17,romantic,0,1,virtual,silky,0,5
1,6,1,3,sleeping,1,2338408,grey,1,12,543,delhi,10,kannada,1,18,9,folk,1,1,indoor,fluffy,1,6
0,52,2,2,dancing,1,851246,white,7,9,533,dispur,1,telugu,1,14,18,pop,1,1,indoor,soft,2,4
2,52,0,3,reading,0,716230,blue,8,6,3286,itanagar,5,malayalam,1,12,3,metallic,1,1,augmented,soft,1,6
2,30,0,2,sleeping,0,215870,orange,1,3,2389,chennai,6,kannada,1,14,40,cover,0,1,outdoor,matte,1,8
0,7,0,2,reading,0,891648,black,2,6,521,chennai,15,telugu,1,9,23,jaaz,0,0,outdoor,fluffy,0,10
0,52,0,1,reading,0,851246,yellow,2,6,1516,bhopal,5,hindi,1,14,9,metallic,1,0,indoor,matte,2,10
3,26,0,1,traveling,0,2651024,grey,2,8,1767,mumbai,1,hindi,1,13,3,metallic,1,1,virtual,hard,2,8
0,26,1,2,singing,0,967908,pink,1,10,1552,bhopal,20,hindi,0,23,4,romantic,0,0,virtual,hard,1,9
1,20,1,1,cooking,0,738824,red,1,7,521,jaipur,8,punjabi,0,22,7,metallic,1,1,indoor,hard,0,2
2,46,1,3,sports,1,589089,brown,1,11,1902,dispur,7,punjabi,1,14,9,soft,0,0,augmented,matte,0,8
0,58,0,2,singing,0,5007892,blue,1,10,1355,gandhinagar,13,punjabi,0,14,25,cover,0,0,outdoor,soft,1,4
0,30,1,4,dancing,0,3017170,yellow,2,8,3467,vijayawada,6,marathi,1,16,10,soft,0,0,virtual,fluffy,2,4
0,11,1,1,traveling,0,9587831,green,1,6,533,gandhinagar,15,bengali,1,5,40,cover,1,0,outdoor,matte,2,4
0,46,1,3,singing,0,3498858,grey,7,4,883,lucknow,6,telugu,1,3,29,folk,1,1,virtual,silky,2,4
2,20,1,2,traveling,0,938438,green,2,6,768,ranchi,23,hindi,0,4,5,hiphop,0,1,outdoor,matte,2,8
0,52,0,1,volunteering,0,716230,yellow,1,8,1394,ranchi,5,telugu,1,23,10,jaaz,0,0,indoor,hard,2,10
3,14,0,1,watching,0,2462054,pink,1,12,1552,bhopal,10,punjabi,0,14,17,cover,1,0,outdoor,hard,0,8
3,26,1,2,reading,1,556724,yellow,2,8,831,srinagar,16,hindi,0,9,3,soft,0,0,outdoor,silky,2,8
1,33,0,1,cooking,1,738824,brown,1,10,395,hyderbad,10,bengali,1,13,19,rock,0,1,virtual,matte,2,10
0,19,0,2,dancing,1,9258371,brown,1,7,2305,hyderbad,1,bengali,1,13,15,hiphop,0,1,indoor,fluffy,0,4
0,14,1,2,singing,0,310904,green,2,8,519,chandigarh,6,telugu,0,4,7,mashups,1,1,augmented,silky,2,9
0,28,0,3,volunteering,1,436464,purple,2,10,1244,ranchi,16,punjabi,1,6,23,cover,1,0,virtual,matte,2,9
0,18,0,1,cooking,0,403987,orange,1,6,2558,shillong,13,malayalam,0,12,12,romantic,0,1,augmented,matte,0,10
3,21,1,1,singing,1,277431,pink,2,11,2690,dispur,15,kannada,1,15,20,hiphop,0,0,augmented,silky,0,8
0,30,1,2,watching,0,891648,purple,2,4,1166,hyderbad,10,punjabi,1,2,10,soft,0,1,outdoor,matte,0,9
2,18,1,3,sleeping,0,111985,black,2,8,632,chennai,4,bengali,1,7,30,soft,1,1,indoor,hard,2,8
0,55,0,3,watching,1,1460818,yellow,7,5,3832,dispur,17,marathi,1,21,33,rock,0,0,augmented,silky,2,4
0,59,0,3,sports,0,150237,black,1,9,2375,bhubaneswar,10,hindi,1,12,19,pop,1,1,virtual,soft,1,10
1,6,0,3,singing,1,5797253,black,1,10,689,itanagar,6,telugu,1,14,9,romantic,0,0,virtual,hard,0,6
1,56,1,3,singing,1,735697,red,1,8,2573,shimla,20,hindi,1,6,3,pop,1,1,outdoor,fluffy,2,9
0,55,0,1,volunteering,1,589089,green,2,10,2375,lucknow,24,bengali,0,14,7,mashups,0,1,outdoor,soft,0,10
0,19,1,3,traveling,1,3498858,black,1,10,2699,patna,10,telugu,1,7,31,hiphop,1,0,indoor,matte,2,4
3,30,1,2,traveling,0,148716,purple,2,8,845,bhopal,10,tamil,1,12,39,hiphop,0,0,indoor,soft,1,8
1,20,0,3,singing,0,891648,grey,4,6,1507,shimla,4,tamil,0,14,15,jaaz,0,0,outdoor,hard,1,1
1,26,1,1,dancing,0,5007892,purple,7,7,1758,aizawl,15,malayalam,1,20,8,pop,0,0,indoor,fluffy,0,4
0,18,1,2,acting,0,3350881,grey,2,11,2372,ranchi,17,punjabi,1,13,40,soft,0,1,virtual,fluffy,0,4
0,26,1,2,reading,1,6251352,grey,2,10,3139,dehradun,9,bengali,1,17,13,soft,1,1,virtual,soft,0,4
1,18,0,3,traveling,0,1563723,orange,2,10,2445,dehradun,1,telugu,1,23,4,rock,1,0,outdoor,soft,2,7
2,37,1,3,volunteering,1,218690,pink,1,10,263,ranchi,14,tamil,1,15,10,soft,0,0,outdoor,silky,0,8
0,41,1,3,sleeping,0,309195,brown,1,5,3467,lucknow,10,malayalam,1,16,9,folk,1,1,indoor,matte,0,9
0,34,1,2,dancing,0,7775818,black,2,9,1516,thiruvananthapuram,25,bengali,1,8,28,cover,0,0,outdoor,silky,2,4
0,41,0,1,singing,0,574390,yellow,2,10,395,raipur,10,malayalam,1,0,1,folk,0,1,outdoor,soft,2,9
1,19,0,3,traveling,1,2651024,red,2,10,1718,gangtok,4,malayalam,1,10,23,soft,0,0,indoor,silky,2,1
1,22,1,2,acting,0,5797253,purple,2,8,2558,chandigarh,9,punjabi,0,20,9,pop,0,1,augmented,soft,0,2
0,57,1,1,sleeping,1,589089,yellow,4,6,3912,gandhinagar,24,punjabi,0,23,31,cover,0,1,virtual,silky,2,5
0,53,0,2,volunteering,1,1884102,orange,1,6,845,gandhinagar,10,kannada,0,18,10,cover,0,0,indoor,silky,2,5
2,13,1,2,dancing,0,657054,purple,4,10,1682,agartala,14,hindi,1,17,6,metallic,1,0,virtual,silky,1,8
0,15,0,2,watching,1,816236,black,2,10,1552,kohima,8,marathi,0,14,28,cover,0,1,indoor,silky,0,9
1,15,1,3,singing,0,2338408,black,7,10,1542,chennai,7,malayalam,0,11,28,soft,0,0,indoor,silky,1,4
0,23,1,3,sports,1,7135245,orange,4,5,1633,chandigarh,21,bengali,1,14,25,romantic,1,1,augmented,silky,0,3
0,18,0,2,watching,0,1795936,brown,1,8,831,jaipur,10,tamil,0,13,34,hiphop,1,0,outdoor,soft,2,10
0,32,2,1,dancing,0,5321373,blue,1,10,2573,gangtok,9,punjabi,0,14,3,romantic,1,1,augmented,silky,0,4
0,14,1,2,sports,1,436464,pink,2,8,407,shimla,14,hindi,1,16,5,rock,1,1,indoor,soft,0,9
1,8,1,4,sleeping,1,893732,purple,3,5,519,kolkata,3,tamil,1,14,39,pop,1,1,indoor,hard,2,6
1,7,0,1,volunteering,0,8154472,green,4,8,1649,srinagar,23,marathi,1,13,12,cover,1,1,virtual,fluffy,2,4
0,30,2,2,watching,0,589089,orange,3,10,1767,ranchi,14,punjabi,1,5,23,cover,1,1,indoor,soft,0,9
2,18,1,3,sleeping,0,4823265,blue,4,8,533,panaji,4,telugu,0,11,17,soft,1,1,outdoor,hard,0,6
0,60,0,2,watching,1,150237,black,2,5,3912,patna,9,bengali,1,14,5,folk,0,1,indoor,matte,1,5
0,19,0,2,watching,1,148716,yellow,2,10,2672,hyderbad,8,kannada,0,21,8,soft,0,1,virtual,hard,0,9
3,24,0,2,watching,1,657054,orange,2,9,1682,jammu,2,bengali,0,12,10,cover,1,0,virtual,silky,0,8
0,25,0,3,cooking,0,4648178,orange,8,10,831,hyderbad,20,punjabi,1,15,15,mashups,1,1,outdoor,soft,1,3
0,59,0,3,traveling,1,112202,brown,2,4,2690,ranchi,1,kannada,1,13,10,romantic,1,1,outdoor,fluffy,2,5
0,62,0,3,cooking,0,403987,blue,1,10,897,jaipur,20,tamil,0,1,12,folk,0,1,outdoor,hard,0,10
1,30,1,1,acting,1,428343,pink,2,10,396,chennai,14,malayalam,0,12,16,jaaz,0,0,indoor,soft,0,9
1,30,1,3,acting,1,1795936,pink,2,10,2305,bhubaneswar,5,tamil,1,12,5,jaaz,1,1,virtual,fluffy,1,6
1,56,1,3,acting,0,403987,green,2,11,1166,ranchi,15,malayalam,0,12,8,rock,1,1,indoor,matte,2,9
0,15,0,2,singing,1,104907,yellow,2,3,3979,chandigarh,1,tamil,1,12,10,pop,1,0,indoor,hard,1,9
1,72,1,3,sleeping,0,399312,purple,2,10,1166,vijayawada,7,marathi,1,13,30,rock,1,1,virtual,silky,1,9
3,37,0,1,dancing,0,680555,purple,8,8,2202,khammam,18,bengali,0,5,39,pop,1,0,augmented,hard,0,6
1,17,0,2,singing,0,738824,brown,2,12,251,delhi,16,bengali,1,12,18,pop,1,0,outdoor,soft,2,7
0,21,1,3,watching,0,3498858,yellow,2,8,521,kolkata,5,hindi,1,12,20,mashups,1,1,indoor,matte,2,4
0,16,0,1,dancing,0,2753719,purple,3,10,1869,srinagar,8,kannada,1,16,6,soft,1,0,outdoor,silky,1,9
0,48,0,1,cooking,0,571428,brown,3,8,3954,bangalore,18,marathi,0,24,27,folk,1,1,indoor,hard,2,9
1,25,2,2,sleeping,1,987529,yellow,4,10,3286,lucknow,28,malayalam,1,13,17,hiphop,1,1,outdoor,fluffy,2,6
0,6,0,1,sleeping,0,150237,pink,2,3,355,chennai,14,hindi,1,12,7,hiphop,0,0,indoor,matte,1,10
3,41,0,2,reading,1,8017090,blue,2,11,1932,kolkata,21,punjabi,0,9,9,jaaz,1,0,augmented,silky,2,4
1,35,1,3,reading,0,652739,green,7,5,2334,panaji,4,kannada,1,14,1,folk,0,1,augmented,fluffy,1,6
1,60,0,2,cooking,0,8973395,orange,8,10,2690,khammam,15,malayalam,1,12,30,jaaz,1,1,indoor,matte,2,10
0,73,0,3,singing,1,2462054,grey,2,6,2445,mumbai,5,telugu,1,16,26,hiphop,0,0,indoor,soft,0,4
0,8,1,3,volunteering,0,6969252,brown,1,5,519,mumbai,6,marathi,0,17,15,mashups,0,1,indoor,matte,0,4
1,52,0,2,volunteering,0,4823265,purple,2,10,1758,aizawl,7,bengali,0,21,29,romantic,0,0,augmented,matte,0,6
1,42,1,1,watching,0,680555,white,2,12,828,gandhinagar,18,tamil,1,17,28,pop,0,1,indoor,hard,1,9
0,48,0,4,dancing,0,150237,purple,2,0,3912,jaipur,1,hindi,0,6,10,mashups,0,1,indoor,silky,2,9
0,8,0,1,sleeping,1,716230,orange,2,10,3214,hyderbad,8,malayalam,0,14,12,metallic,1,0,outdoor,matte,2,10
0,15,1,1,traveling,1,1069422,black,1,9,3749,kolkata,28,marathi,1,12,4,pop,1,0,indoor,matte,2,9
1,20,1,2,sleeping,0,5797253,orange,2,4,2389,kolkata,15,telugu,1,16,1,folk,1,0,indoor,soft,1,2
0,13,1,3,volunteering,0,735697,blue,2,8,1503,jammu,3,hindi,1,7,9,mashups,1,1,virtual,matte,1,9
0,48,0,2,sports,0,967908,black,1,1,370,srinagar,1,marathi,0,15,11,hiphop,1,1,virtual,soft,1,9
0,21,0,4,acting,0,7135245,purple,1,6,2372,gandhinagar,15,tamil,1,13,3,romantic,1,0,virtual,fluffy,0,4
3,48,1,2,watching,0,967908,purple,2,10,2699,bhubaneswar,6,kannada,1,24,7,folk,1,0,indoor,fluffy,2,8
0,15,1,3,dancing,0,2462054,white,2,10,1902,bangalore,8,kannada,1,17,19,folk,0,1,augmented,silky,1,4
0,10,0,2,reading,0,657054,pink,2,9,2672,mumbai,7,tamil,1,9,12,soft,1,0,indoor,hard,2,10
1,41,0,1,volunteering,1,716230,purple,2,7,3467,chandigarh,10,kannada,1,12,23,hiphop,1,0,outdoor,silky,1,10
2,19,0,1,cooking,0,257205,purple,1,7,1219,agartala,4,punjabi,1,9,25,rock,1,1,augmented,fluffy,2,8
0,20,0,1,watching,0,111985,orange,1,0,2551,khammam,10,punjabi,1,21,18,soft,1,1,augmented,silky,2,10
0,33,0,2,dancing,1,5321373,grey,1,8,2768,delhi,15,punjabi,1,15,2,metallic,1,0,augmented,silky,2,4
0,30,1,2,reading,1,6394389,grey,1,10,2699,imphal,7,kannada,1,12,2,folk,0,1,indoor,soft,1,4
1,20,2,3,reading,1,277431,red,2,10,1987,jaipur,9,bengali,1,5,6,mashups,1,0,virtual,silky,0,9
0,58,0,2,reading,0,2651024,grey,2,8,1468,mumbai,1,punjabi,1,14,12,soft,1,1,indoor,hard,0,5
0,20,0,3,dancing,1,738824,yellow,2,8,1649,chandigarh,6,kannada,0,6,17,rock,1,0,indoor,silky,0,9
2,37,1,3,singing,0,980184,red,1,12,1047,hyderbad,28,kannada,0,18,20,mashups,0,0,indoor,silky,0,8
0,45,1,4,cooking,1,4648178,white,2,9,2299,vijayawada,15,malayalam,1,14,10,soft,1,1,virtual,silky,1,4
1,18,0,2,reading,0,8154472,orange,1,6,2699,jaipur,8,marathi,0,12,33,cover,0,1,indoor,matte,1,6
3,37,0,3,sleeping,0,6153800,yellow,2,5,1399,lucknow,3,marathi,0,15,28,romantic,1,1,indoor,matte,0,6
0,36,1,2,volunteering,0,150237,green,2,4,1503,bangalore,16,malayalam,1,7,40,mashups,0,0,indoor,silky,0,9
0,13,2,3,sports,0,656271,black,2,5,1633,lucknow,4,malayalam,1,12,18,metallic,0,1,outdoor,fluffy,0,9
2,43,0,3,singing,0,4823265,purple,1,10,2699,bangalore,4,bengali,1,12,9,pop,1,0,virtual,hard,2,6
0,57,1,1,singing,1,910711,black,2,8,263,mumbai,3,kannada,1,17,34,cover,1,1,indoor,matte,1,9
0,24,0,3,sleeping,1,218690,orange,2,5,884,patna,2,telugu,1,16,20,rock,1,0,indoor,matte,0,9
2,60,0,1,reading,0,716230,yellow,3,5,845,dispur,10,hindi,0,12,11,pop,0,0,outdoor,matte,1,8
0,31,0,3,sleeping,0,4648178,grey,4,5,673,kolkata,6,telugu,1,13,8,romantic,1,1,augmented,hard,0,4
0,13,0,1,volunteering,0,218690,brown,2,8,3214,panaji,8,kannada,1,13,3,metallic,1,1,augmented,silky,2,10
0,25,0,2,dancing,0,5007892,orange,2,10,828,mumbai,7,marathi,1,16,8,metallic,1,1,indoor,hard,1,4
1,43,0,1,dancing,0,5381784,pink,2,7,1130,chandigarh,10,malayalam,1,14,36,hiphop,0,1,augmented,hard,1,6
1,41,1,3,traveling,1,4648178,purple,1,9,370,ranchi,10,malayalam,1,5,20,pop,1,0,virtual,soft,0,6
1,5,0,2,sports,0,680555,black,4,10,1394,chandigarh,24,malayalam,1,15,21,metallic,0,0,outdoor,silky,0,7
0,25,1,3,watching,0,8348261,red,2,12,2375,itanagar,13,punjabi,0,13,27,hiphop,1,0,virtual,fluffy,1,4
1,27,0,2,acting,0,2462054,brown,2,4,1130,srinagar,7,kannada,1,13,13,metallic,1,1,outdoor,silky,2,9
0,32,0,3,cooking,1,851246,orange,8,6,3139,jammu,10,tamil,0,17,7,romantic,0,1,outdoor,matte,2,4
0,60,0,3,traveling,0,3832751,grey,8,10,2831,bangalore,15,telugu,1,14,6,metallic,1,1,augmented,silky,1,3
0,19,0,2,traveling,1,277431,purple,8,12,2672,bangalore,4,telugu,1,16,22,mashups,1,0,augmented,silky,0,4
0,53,0,2,sports,0,309195,orange,1,4,3979,jammu,6,marathi,0,12,6,cover,0,0,indoor,hard,1,10
1,19,2,1,cooking,0,984830,black,2,9,3832,agartala,6,kannada,0,6,6,folk,1,0,augmented,silky,2,7
2,67,1,2,volunteering,0,938438,purple,1,6,2831,kohima,4,malayalam,1,18,38,mashups,0,1,indoor,silky,2,8
1,46,1,3,watching,1,5381784,blue,2,9,768,ranchi,5,punjabi,1,12,12,romantic,1,1,augmented,silky,2,6
1,72,0,2,reading,0,738824,pink,2,10,884,gandhinagar,2,bengali,0,16,4,pop,0,0,outdoor,fluffy,0,10
