marital status,age,gender,rooms,hobbies,alcoholic,annual_income,fav_color,other_props,work_hours,avg_energy,other_cities,office_distance,ethnicity,devotional,ed_qualification,expenses,genre,nature_lover,high_raise_apt,sports,texture,outing
married,30,female,2,acting,yes,7508875,green,1,4,921,jammu,15,tamil,no,14,12,mashups,yes,no,indoor,silky,no
married,48,unspecified,2,traveling,yes,735697,black,2,4,1767,gandhinagar,3,hindi,no,16,12,pop,no,no,virtual,matte,no
married,25,male,3,volunteering,no,111985,grey,2,5,2733,lucknow,14,telugu,no,21,28,mashups,no,yes,augmented,matte,yes
married,27,male,3,volunteering,no,104907,yellow,2,9,2305,jammu,6,tamil,yes,9,10,jaaz,no,yes,outdoor,fluffy,yes
unmarried,36,male,2,acting,yes,257205,purple,2,9,1825,jammu,6,tamil,yes,14,21,romantic,yes,no,indoor,silky,yes
unmarried,55,female,1,watching,no,8348261,orange,2,5,379,chandigarh,6,telugu,yes,14,20,folk,yes,yes,outdoor,hard,not so often
unmarried,12,male,2,reading,no,738824,black,2,9,2048,shimla,10,marathi,yes,12,31,hiphop,no,no,outdoor,soft,not so often
unmarried,8,male,2,traveling,no,6153800,grey,4,12,1682,chennai,5,hindi,yes,8,10,romantic,yes,yes,augmented,silky,not so often
married,33,male,2,acting,yes,329840,pink,2,4,845,gandhinagar,15,bengali,no,20,22,metallic,no,no,indoor,silky,no
married,52,female,3,singing,no,738824,purple,2,10,673,jaipur,1,bengali,no,8,36,jaaz,no,yes,outdoor,matte,no
widow,6,female,3,sports,no,4983019,grey,8,12,2699,chennai,21,hindi,yes,22,11,folk,no,yes,augmented,fluffy,not so often
married,53,male,1,sleeping,no,589089,white,4,6,263,jammu,24,punjabi,yes,17,23,metallic,yes,yes,indoor,hard,yes
married,42,male,1,volunteering,yes,2208382,yellow,2,10,2389,gandhinagar,18,hindi,yes,21,19,mashups,no,no,virtual,matte,not so often
married,14,male,3,reading,no,8348261,yellow,1,8,921,chandigarh,15,hindi,yes,23,2,cover,yes,no,virtual,fluffy,no
unmarried,20,male,3,cooking,no,574390,green,2,9,1166,ranchi,18,bengali,yes,13,1,cover,yes,no,indoor,soft,not so often
widow,27,female,3,sports,no,949312,pink,2,5,395,mumbai,9,kannada,yes,13,20,jaaz,yes,yes,virtual,silky,yes
married,20,female,3,sleeping,no,8017090,blue,1,7,2558,gandhinagar,23,punjabi,yes,14,17,romantic,no,yes,augmented,silky,not so often
unmarried,15,female,1,reading,no,8273815,orange,1,8,831,aizawl,6,punjabi,yes,6,20,mashups,yes,yes,virtual,silky,yes
married,23,female,1,reading,no,7508875,pink,2,11,845,hyderbad,8,malayalam,yes,7,20,romantic,yes,no,augmented,silky,not so often
married,48,male,2,sleeping,no,309195,purple,2,6,1552,bhubaneswar,14,hindi,yes,12,11,soft,no,no,virtual,soft,yes
married,23,male,2,singing,no,1360106,orange,8,12,407,gandhinagar,1,kannada,yes,16,1,jaaz,no,no,virtual,matte,yes
unmarried,14,male,2,traveling,no,716230,purple,4,9,1355,delhi,20,punjabi,yes,17,28,mashups,no,yes,indoor,silky,not so often
widow,32,female,2,dancing,no,656271,blue,8,11,1244,mumbai,1,hindi,no,9,30,jaaz,no,no,augmented,soft,yes
widow,62,male,2,dancing,yes,150237,pink,4,5,2832,delhi,2,tamil,no,5,36,romantic,no,yes,outdoor,silky,yes
married,62,male,3,traveling,yes,716230,pink,4,8,2832,delhi,7,malayalam,yes,13,30,jaaz,yes,no,augmented,hard,yes
married,60,female,4,traveling,no,2651024,black,2,10,3912,kolkata,9,hindi,no,21,18,metallic,no,yes,augmented,silky,no
unmarried,45,female,2,sleeping,no,3046609,green,4,1,921,mumbai,1,bengali,yes,13,1,soft,no,no,indoor,matte,not so often
married,48,male,1,traveling,no,8348261,white,2,4,306,mumbai,24,kannada,no,4,34,hiphop,yes,yes,indoor,fluffy,yes
married,17,male,1,cooking,yes,8973395,purple,2,9,2768,gangtok,18,kannada,yes,13,5,folk,yes,yes,augmented,matte,not so often
married,20,male,1,reading,no,6251352,white,2,10,1902,chandigarh,6,kannada,yes,14,30,pop,yes,no,virtual,soft,yes
married,42,male,1,sleeping,yes,6394389,green,4,5,2768,agartala,18,hindi,yes,12,19,soft,yes,yes,outdoor,hard,not so often
married,35,male,1,watching,no,399312,orange,8,10,2690,delhi,9,marathi,no,24,40,folk,yes,yes,augmented,soft,yes
married,12,male,3,acting,yes,1164430,purple,2,8,2733,imphal,6,kannada,no,12,7,cover,no,no,indoor,fluffy,no
married,52,female,2,traveling,no,6941819,blue,2,5,2299,patna,13,tamil,no,24,8,romantic,no,no,outdoor,soft,no
divorced,20,male,1,watching,yes,754169,pink,2,3,395,agartala,14,telugu,no,13,6,romantic,yes,no,virtual,hard,not so often
unmarried,42,male,2,acting,yes,104907,blue,1,10,2375,agartala,8,malayalam,yes,14,7,soft,no,yes,augmented,silky,not so often
unmarried,27,male,2,volunteering,no,4823265,white,1,10,355,gandhinagar,9,bengali,yes,14,3,metallic,yes,yes,indoor,hard,yes
unmarried,72,female,3,watching,no,5330846,blue,7,10,2690,gandhinagar,9,kannada,yes,20,20,folk,no,yes,outdoor,fluffy,no
married,46,unspecified,3,volunteering,yes,6394389,purple,2,10,884,panaji,1,punjabi,yes,17,3,metallic,yes,yes,outdoor,fluffy,not so often
married,60,male,3,sports,yes,574390,purple,2,11,486,shimla,15,punjabi,yes,17,5,romantic,no,no,augmented,silky,no
married,29,female,1,singing,yes,7508875,white,8,10,1825,dispur,16,bengali,yes,9,5,metallic,yes,yes,indoor,fluffy,yes
married,58,male,3,watching,yes,987529,blue,4,10,828,vijayawada,1,bengali,yes,6,20,soft,yes,no,virtual,soft,not so often
married,34,male,3,watching,yes,8273815,yellow,2,11,2690,delhi,1,kannada,yes,6,14,hiphop,yes,yes,outdoor,silky,yes
married,19,male,2,traveling,yes,3350881,red,2,9,2573,gandhinagar,20,hindi,yes,21,8,soft,yes,yes,outdoor,hard,no
married,62,male,1,cooking,yes,584486,yellow,3,10,3749,bhubaneswar,1,hindi,no,15,7,soft,yes,no,virtual,matte,yes
married,60,male,2,traveling,no,8596595,white,1,0,3832,jammu,15,tamil,yes,14,29,cover,no,yes,indoor,hard,not so often
widow,7,male,2,cooking,no,2208382,yellow,1,7,2048,jaipur,15,tamil,yes,17,1,rock,yes,no,outdoor,matte,no
married,19,male,2,sleeping,no,2208382,yellow,3,4,875,ranchi,6,punjabi,no,9,23,mashups,no,yes,virtual,soft,not so often
unmarried,14,female,2,volunteering,no,4782671,yellow,2,5,2299,bangalore,3,kannada,no,14,20,hiphop,no,no,outdoor,silky,no
married,6,unspecified,2,dancing,yes,3350881,red,2,10,2733,chandigarh,21,telugu,no,9,1,mashups,no,yes,virtual,matte,not so often
married,23,male,3,cooking,yes,148716,blue,4,8,632,patna,6,telugu,no,14,8,folk,no,yes,indoor,fluffy,no
unmarried,48,female,2,dancing,no,104907,grey,2,9,2573,kolkata,16,hindi,no,24,20,rock,no,no,outdoor,hard,no
widow,19,female,1,singing,yes,8596595,black,1,4,2672,shillong,15,malayalam,yes,7,7,rock,no,no,virtual,hard,no
married,8,female,3,volunteering,no,7850318,white,2,6,1394,gandhinagar,25,bengali,no,8,10,mashups,no,no,virtual,silky,not so often
married,11,female,3,sleeping,no,7508875,green,2,9,379,jammu,7,kannada,no,15,26,jaaz,no,yes,indoor,soft,yes
divorced,8,male,2,singing,no,589089,black,7,10,3286,kolkata,6,hindi,no,7,8,pop,no,no,indoor,soft,not so often
married,19,male,3,acting,no,6969252,black,2,6,2690,shillong,4,bengali,yes,14,10,hiphop,no,no,virtual,hard,yes
divorced,60,female,3,cooking,yes,987529,green,1,9,1649,bhubaneswar,15,malayalam,yes,5,15,hiphop,no,yes,augmented,hard,no
married,15,male,1,sleeping,yes,215870,brown,4,5,2699,panaji,8,malayalam,no,15,10,metallic,no,no,augmented,fluffy,no
divorced,30,male,2,sports,no,6941819,green,2,9,1542,vijayawada,6,punjabi,yes,14,9,hiphop,yes,no,indoor,fluffy,no
unmarried,28,female,1,traveling,no,4492854,black,2,10,1682,bangalore,16,marathi,yes,16,3,mashups,no,yes,virtual,silky,not so often
widow,41,male,3,traveling,no,4782671,blue,1,6,1219,ranchi,10,malayalam,yes,20,30,soft,no,yes,indoor,silky,yes
married,67,male,3,traveling,yes,336197,blue,2,11,251,kolkata,4,tamil,yes,5,27,folk,no,no,outdoor,matte,yes
married,45,male,3,traveling,no,862365,pink,2,10,1047,ranchi,9,bengali,yes,14,12,folk,yes,no,outdoor,silky,no
married,20,female,3,watching,no,851246,black,1,0,2699,panaji,8,punjabi,yes,6,23,rock,no,yes,outdoor,hard,not so often
married,18,male,2,cooking,no,3350881,green,8,10,2551,kolkata,13,bengali,yes,14,10,soft,yes,yes,outdoor,soft,yes
married,59,male,3,dancing,yes,399312,blue,2,10,3912,chandigarh,14,telugu,no,24,14,metallic,no,yes,augmented,hard,no
unmarried,11,male,3,traveling,yes,6251352,black,2,10,2334,chandigarh,14,tamil,yes,21,10,mashups,yes,yes,virtual,soft,no
married,73,male,3,sports,yes,2074427,brown,8,9,1902,hyderbad,15,bengali,no,18,12,metallic,no,no,virtual,soft,not so often
unmarried,8,male,3,reading,no,6251352,orange,2,6,1219,kohima,5,marathi,yes,13,13,metallic,yes,yes,indoor,fluffy,no
unmarried,60,female,1,sports,no,987529,red,3,11,1542,bhopal,10,marathi,yes,16,31,jaaz,yes,no,indoor,matte,no
divorced,11,male,3,singing,no,656271,red,2,10,3832,kolkata,13,marathi,yes,12,8,pop,yes,no,augmented,silky,no
married,53,male,2,sleeping,no,214791,orange,1,10,2299,delhi,23,kannada,yes,16,10,jaaz,no,no,outdoor,soft,not so often
widow,30,female,2,acting,no,4983019,pink,7,12,337,chandigarh,10,malayalam,yes,13,14,jaaz,yes,yes,virtual,hard,no
married,12,male,3,singing,yes,505020,green,1,10,2445,kolkata,4,bengali,yes,23,31,folk,no,yes,outdoor,fluffy,no
unmarried,55,male,1,dancing,yes,4492854,orange,2,4,1869,dispur,4,punjabi,yes,6,29,soft,yes,no,virtual,matte,yes
married,41,female,2,singing,no,652739,brown,1,11,3972,dispur,21,punjabi,yes,14,14,mashups,yes,yes,virtual,hard,yes
divorced,13,unspecified,2,cooking,no,8596595,white,1,12,337,chandigarh,21,bengali,yes,8,23,metallic,no,no,indoor,soft,no
married,8,female,1,singing,no,257205,green,1,10,3286,chandigarh,10,kannada,yes,24,20,romantic,yes,no,indoor,hard,yes
married,41,male,1,sports,no,218690,white,2,10,1552,mumbai,2,punjabi,yes,14,20,cover,no,no,outdoor,hard,no
unmarried,73,female,3,cooking,yes,716230,grey,7,6,306,chandigarh,9,bengali,no,18,20,mashups,yes,yes,outdoor,silky,yes
married,43,male,2,singing,no,656271,brown,4,10,1166,ranchi,3,bengali,yes,17,23,soft,yes,no,virtual,silky,no
divorced,30,male,1,reading,yes,588503,white,1,10,1902,delhi,6,telugu,yes,24,26,jaaz,no,yes,indoor,fluffy,not so often
married,73,female,3,dancing,no,335973,green,4,8,1516,raipur,1,kannada,yes,18,19,folk,yes,no,indoor,fluffy,not so often
married,45,female,3,traveling,no,218690,black,1,12,853,mumbai,4,kannada,yes,12,15,romantic,no,no,virtual,fluffy,not so often
unmarried,7,female,1,sleeping,no,680555,black,2,8,1633,gandhinagar,15,kannada,no,12,11,metallic,yes,no,virtual,hard,not so often
married,19,male,2,cooking,yes,987529,grey,2,11,2305,jaipur,14,bengali,yes,12,3,jaaz,no,no,augmented,silky,no
widow,51,female,3,traveling,yes,1718402,grey,1,9,1166,ranchi,3,punjabi,yes,24,8,romantic,no,no,outdoor,silky,yes
unmarried,15,male,1,traveling,yes,1884102,black,1,10,1507,panaji,15,kannada,yes,17,5,pop,no,no,augmented,soft,not so often
married,20,male,3,cooking,no,6153800,red,1,10,3912,panaji,3,tamil,yes,5,21,soft,no,no,virtual,hard,not so often
unmarried,25,female,1,singing,no,2338408,red,7,11,884,lucknow,5,hindi,no,14,20,folk,yes,yes,virtual,silky,yes
widow,55,unspecified,2,watching,no,980184,blue,2,10,3954,itanagar,17,kannada,yes,0,18,romantic,yes,no,outdoor,fluffy,no
married,23,female,2,reading,no,218690,pink,1,0,897,chandigarh,8,malayalam,yes,22,3,jaaz,no,yes,outdoor,hard,not so often
married,25,female,3,sleeping,no,6969252,orange,2,9,831,lucknow,23,punjabi,yes,24,21,soft,no,no,indoor,matte,no
married,30,male,3,traveling,no,6683746,black,4,10,521,gangtok,25,telugu,yes,14,22,folk,no,no,indoor,soft,not so often
married,18,male,1,acting,yes,6941819,pink,1,6,1932,panaji,23,marathi,yes,13,12,cover,no,yes,augmented,fluffy,not so often
married,27,female,3,reading,yes,3832751,red,2,8,3832,agartala,1,hindi,yes,5,29,hiphop,yes,yes,indoor,hard,no
married,43,male,1,dancing,yes,8154472,orange,2,10,1902,lucknow,10,marathi,yes,12,10,folk,yes,yes,augmented,silky,yes
married,46,male,2,reading,no,505020,black,2,6,1767,dispur,15,tamil,yes,24,31,pop,yes,no,augmented,fluffy,not so often
married,55,male,1,volunteering,yes,1069422,blue,2,5,1902,gandhinagar,11,tamil,yes,5,17,romantic,no,yes,virtual,silky,no
unmarried,6,female,3,sleeping,yes,2338408,grey,1,12,543,delhi,10,kannada,yes,18,9,folk,yes,yes,indoor,fluffy,yes
married,52,unspecified,2,dancing,yes,851246,white,7,9,533,dispur,1,telugu,yes,14,18,pop,yes,yes,indoor,soft,not so often
divorced,52,male,3,reading,no,716230,blue,8,6,3286,itanagar,5,malayalam,yes,12,3,metallic,yes,yes,augmented,soft,yes
divorced,30,male,2,sleeping,no,215870,orange,1,3,2389,chennai,6,kannada,yes,14,40,cover,no,yes,outdoor,matte,yes
married,7,male,2,reading,no,891648,black,2,6,521,chennai,15,telugu,yes,9,23,jaaz,no,no,outdoor,fluffy,no
married,52,male,1,reading,no,851246,yellow,2,6,1516,bhopal,5,hindi,yes,14,9,metallic,yes,no,indoor,matte,not so often
widow,26,male,1,traveling,no,2651024,grey,2,8,1767,mumbai,1,hindi,yes,13,3,metallic,yes,yes,virtual,hard,not so often
married,26,female,2,singing,no,967908,pink,1,10,1552,bhopal,20,hindi,no,23,4,romantic,no,no,virtual,hard,yes
unmarried,20,female,1,cooking,no,738824,red,1,7,521,jaipur,8,punjabi,no,22,7,metallic,yes,yes,indoor,hard,no
divorced,46,female,3,sports,yes,589089,brown,1,11,1902,dispur,7,punjabi,yes,14,9,soft,no,no,augmented,matte,no
married,58,male,2,singing,no,5007892,blue,1,10,1355,gandhinagar,13,punjabi,no,14,25,cover,no,no,outdoor,soft,yes
married,30,female,4,dancing,no,3017170,yellow,2,8,3467,vijayawada,6,marathi,yes,16,10,soft,no,no,virtual,fluffy,not so often
married,11,female,1,traveling,no,9587831,green,1,6,533,gandhinagar,15,bengali,yes,5,40,cover,yes,no,outdoor,matte,not so often
married,46,female,3,singing,no,3498858,grey,7,4,883,lucknow,6,telugu,yes,3,29,folk,yes,yes,virtual,silky,not so often
divorced,20,female,2,traveling,no,938438,green,2,6,768,ranchi,23,hindi,no,4,5,hiphop,no,yes,outdoor,matte,not so often
married,52,male,1,volunteering,no,716230,yellow,1,8,1394,ranchi,5,telugu,yes,23,10,jaaz,no,no,indoor,hard,not so often
widow,14,male,1,watching,no,2462054,pink,1,12,1552,bhopal,10,punjabi,no,14,17,cover,yes,no,outdoor,hard,no
widow,26,female,2,reading,yes,556724,yellow,2,8,831,srinagar,16,hindi,no,9,3,soft,no,no,outdoor,silky,not so often
unmarried,33,male,1,cooking,yes,738824,brown,1,10,395,hyderbad,10,bengali,yes,13,19,rock,no,yes,virtual,matte,not so often
married,19,male,2,dancing,yes,9258371,brown,1,7,2305,hyderbad,1,bengali,yes,13,15,hiphop,no,yes,indoor,fluffy,no
married,14,female,2,singing,no,310904,green,2,8,519,chandigarh,6,telugu,no,4,7,mashups,yes,yes,augmented,silky,not so often
married,28,male,3,volunteering,yes,436464,purple,2,10,1244,ranchi,16,punjabi,yes,6,23,cover,yes,no,virtual,matte,not so often
married,18,male,1,cooking,no,403987,orange,1,6,2558,shillong,13,malayalam,no,12,12,romantic,no,yes,augmented,matte,no
widow,21,female,1,singing,yes,277431,pink,2,11,2690,dispur,15,kannada,yes,15,20,hiphop,no,no,augmented,silky,no
married,30,female,2,watching,no,891648,purple,2,4,1166,hyderbad,10,punjabi,yes,2,10,soft,no,yes,outdoor,matte,no
divorced,18,female,3,sleeping,no,111985,black,2,8,632,chennai,4,bengali,yes,7,30,soft,yes,yes,indoor,hard,not so often
married,55,male,3,watching,yes,1460818,yellow,7,5,3832,dispur,17,marathi,yes,21,33,rock,no,no,augmented,silky,not so often
married,59,male,3,sports,no,150237,black,1,9,2375,bhubaneswar,10,hindi,yes,12,19,pop,yes,yes,virtual,soft,yes
unmarried,6,male,3,singing,yes,5797253,black,1,10,689,itanagar,6,telugu,yes,14,9,romantic,no,no,virtual,hard,no
unmarried,56,female,3,singing,yes,735697,red,1,8,2573,shimla,20,hindi,yes,6,3,pop,yes,yes,outdoor,fluffy,not so often
married,55,male,1,volunteering,yes,589089,green,2,10,2375,lucknow,24,bengali,no,14,7,mashups,no,yes,outdoor,soft,no
married,19,female,3,traveling,yes,3498858,black,1,10,2699,patna,10,telugu,yes,7,31,hiphop,yes,no,indoor,matte,not so often
widow,30,female,2,traveling,no,148716,purple,2,8,845,bhopal,10,tamil,yes,12,39,hiphop,no,no,indoor,soft,yes
unmarried,20,male,3,singing,no,891648,grey,4,6,1507,shimla,4,tamil,no,14,15,jaaz,no,no,outdoor,hard,yes
unmarried,26,female,1,dancing,no,5007892,purple,7,7,1758,aizawl,15,malayalam,yes,20,8,pop,no,no,indoor,fluffy,no
married,18,female,2,acting,no,3350881,grey,2,11,2372,ranchi,17,punjabi,yes,13,40,soft,no,yes,virtual,fluffy,no
married,26,female,2,reading,yes,6251352,grey,2,10,3139,dehradun,9,bengali,yes,17,13,soft,yes,yes,virtual,soft,no
unmarried,18,male,3,traveling,no,1563723,orange,2,10,2445,dehradun,1,telugu,yes,23,4,rock,yes,no,outdoor,soft,not so often
divorced,37,female,3,volunteering,yes,218690,pink,1,10,263,ranchi,14,tamil,yes,15,10,soft,no,no,outdoor,silky,no
married,41,female,3,sleeping,no,309195,brown,1,5,3467,lucknow,10,malayalam,yes,16,9,folk,yes,yes,indoor,matte,no
married,34,female,2,dancing,no,7775818,black,2,9,1516,thiruvananthapuram,25,bengali,yes,8,28,cover,no,no,outdoor,silky,not so often
married,41,male,1,singing,no,574390,yellow,2,10,395,raipur,10,malayalam,yes,0,1,folk,no,yes,outdoor,soft,not so often
unmarried,19,male,3,traveling,yes,2651024,red,2,10,1718,gangtok,4,malayalam,yes,10,23,soft,no,no,indoor,silky,not so often
unmarried,22,female,2,acting,no,5797253,purple,2,8,2558,chandigarh,9,punjabi,no,20,9,pop,no,yes,augmented,soft,no
married,57,female,1,sleeping,yes,589089,yellow,4,6,3912,gandhinagar,24,punjabi,no,23,31,cover,no,yes,virtual,silky,not so often
married,53,male,2,volunteering,yes,1884102,orange,1,6,845,gandhinagar,10,kannada,no,18,10,cover,no,no,indoor,silky,not so often
divorced,13,female,2,dancing,no,657054,purple,4,10,1682,agartala,14,hindi,yes,17,6,metallic,yes,no,virtual,silky,yes
married,15,male,2,watching,yes,816236,black,2,10,1552,kohima,8,marathi,no,14,28,cover,no,yes,indoor,silky,no
unmarried,15,female,3,singing,no,2338408,black,7,10,1542,chennai,7,malayalam,no,11,28,soft,no,no,indoor,silky,yes
married,23,female,3,sports,yes,7135245,orange,4,5,1633,chandigarh,21,bengali,yes,14,25,romantic,yes,yes,augmented,silky,no
married,18,male,2,watching,no,1795936,brown,1,8,831,jaipur,10,tamil,no,13,34,hiphop,yes,no,outdoor,soft,not so often
married,32,unspecified,1,dancing,no,5321373,blue,1,10,2573,gangtok,9,punjabi,no,14,3,romantic,yes,yes,augmented,silky,no
married,14,female,2,sports,yes,436464,pink,2,8,407,shimla,14,hindi,yes,16,5,rock,yes,yes,indoor,soft,no
unmarried,8,female,4,sleeping,yes,893732,purple,3,5,519,kolkata,3,tamil,yes,14,39,pop,yes,yes,indoor,hard,not so often
unmarried,7,male,1,volunteering,no,8154472,green,4,8,1649,srinagar,23,marathi,yes,13,12,cover,yes,yes,virtual,fluffy,not so often
married,30,unspecified,2,watching,no,589089,orange,3,10,1767,ranchi,14,punjabi,yes,5,23,cover,yes,yes,indoor,soft,no
divorced,18,female,3,sleeping,no,4823265,blue,4,8,533,panaji,4,telugu,no,11,17,soft,yes,yes,outdoor,hard,no
married,60,male,2,watching,yes,150237,black,2,5,3912,patna,9,bengali,yes,14,5,folk,no,yes,indoor,matte,yes
married,19,male,2,watching,yes,148716,yellow,2,10,2672,hyderbad,8,kannada,no,21,8,soft,no,yes,virtual,hard,no
widow,24,male,2,watching,yes,657054,orange,2,9,1682,jammu,2,bengali,no,12,10,cover,yes,no,virtual,silky,no
married,25,male,3,cooking,no,4648178,orange,8,10,831,hyderbad,20,punjabi,yes,15,15,mashups,yes,yes,outdoor,soft,yes
married,59,male,3,traveling,yes,112202,brown,2,4,2690,ranchi,1,kannada,yes,13,10,romantic,yes,yes,outdoor,fluffy,not so often
married,62,male,3,cooking,no,403987,blue,1,10,897,jaipur,20,tamil,no,1,12,folk,no,yes,outdoor,hard,no
unmarried,30,female,1,acting,yes,428343,pink,2,10,396,chennai,14,malayalam,no,12,16,jaaz,no,no,indoor,soft,no
unmarried,30,female,3,acting,yes,1795936,pink,2,10,2305,bhubaneswar,5,tamil,yes,12,5,jaaz,yes,yes,virtual,fluffy,yes
unmarried,56,female,3,acting,no,403987,green,2,11,1166,ranchi,15,malayalam,no,12,8,rock,yes,yes,indoor,matte,not so often
married,15,male,2,singing,yes,104907,yellow,2,3,3979,chandigarh,1,tamil,yes,12,10,pop,yes,no,indoor,hard,yes
unmarried,72,female,3,sleeping,no,399312,purple,2,10,1166,vijayawada,7,marathi,yes,13,30,rock,yes,yes,virtual,silky,yes
widow,37,male,1,dancing,no,680555,purple,8,8,2202,khammam,18,bengali,no,5,39,pop,yes,no,augmented,hard,no
unmarried,17,male,2,singing,no,738824,brown,2,12,251,delhi,16,bengali,yes,12,18,pop,yes,no,outdoor,soft,not so often
married,21,female,3,watching,no,3498858,yellow,2,8,521,kolkata,5,hindi,yes,12,20,mashups,yes,yes,indoor,matte,not so often
married,16,male,1,dancing,no,2753719,purple,3,10,1869,srinagar,8,kannada,yes,16,6,soft,yes,no,outdoor,silky,yes
married,48,male,1,cooking,no,571428,brown,3,8,3954,bangalore,18,marathi,no,24,27,folk,yes,yes,indoor,hard,not so often
unmarried,25,unspecified,2,sleeping,yes,987529,yellow,4,10,3286,lucknow,28,malayalam,yes,13,17,hiphop,yes,yes,outdoor,fluffy,not so often
married,6,male,1,sleeping,no,150237,pink,2,3,355,chennai,14,hindi,yes,12,7,hiphop,no,no,indoor,matte,yes
widow,41,male,2,reading,yes,8017090,blue,2,11,1932,kolkata,21,punjabi,no,9,9,jaaz,yes,no,augmented,silky,not so often
unmarried,35,female,3,reading,no,652739,green,7,5,2334,panaji,4,kannada,yes,14,1,folk,no,yes,augmented,fluffy,yes
unmarried,60,male,2,cooking,no,8973395,orange,8,10,2690,khammam,15,malayalam,yes,12,30,jaaz,yes,yes,indoor,matte,not so often
