marital status,age,gender,rooms,hobbies,alcoholic,annual_income,fav_color,other_props,work_hours,avg_energy,other_cities,office_distance,devotional,ed_qualification,expenses,genre,nature_lover,high_raise_apt,sports,texture,outing,group
0,41,1,2,6,0,652739,7,1,11,3972,2,21,1,14,14,8,1,1,2,2,1,9
2,13,2,2,3,0,8596595,8,1,12,337,1,21,1,8,23,4,0,0,0,0,0,6
0,8,1,1,6,0,257205,5,1,10,3286,2,10,1,24,20,5,1,0,0,2,1,9
0,41,0,1,0,0,218690,8,2,10,1552,3,2,1,14,20,9,0,0,1,2,0,9
1,73,1,3,3,1,716230,9,7,6,306,1,9,0,18,20,8,1,1,1,1,1,6
0,43,0,2,6,0,656271,7,4,10,1166,3,3,1,17,23,3,1,0,2,1,0,9
2,30,0,1,1,1,588503,8,1,10,1902,1,6,1,24,26,2,0,1,0,4,2,8
0,73,1,3,5,0,335973,5,4,8,1516,3,1,1,18,19,6,1,0,0,4,2,4
0,45,1,3,8,0,218690,10,1,12,853,2,4,1,12,15,5,0,0,2,4,2,9
1,7,1,1,7,0,680555,10,2,8,1633,2,15,0,12,11,4,1,0,2,2,2,7
0,19,0,2,3,1,987529,9,2,11,2305,2,14,1,12,3,2,0,0,3,1,0,9
3,51,1,3,8,1,1718402,9,1,9,1166,3,3,1,24,8,5,0,0,1,1,1,8
1,15,0,1,8,1,1884102,10,1,10,1507,2,15,1,17,5,1,0,0,3,0,2,7
0,20,0,3,3,0,6153800,0,1,10,3912,2,3,1,5,21,3,0,0,2,2,2,4
1,25,1,1,6,0,2338408,0,7,11,884,2,5,0,14,20,6,1,1,2,1,1,2
3,55,2,2,2,0,980184,6,2,10,3954,1,17,1,0,18,5,1,0,1,4,0,8
0,23,1,2,1,0,218690,1,1,0,897,1,8,1,22,3,2,0,1,1,2,2,9
0,25,1,3,7,0,6969252,2,2,9,831,2,23,1,24,21,3,0,0,0,3,0,4
0,30,0,3,8,0,6683746,10,4,10,521,3,25,1,14,22,6,0,0,0,0,2,4
0,18,0,1,9,1,6941819,1,1,6,1932,3,23,1,13,12,9,0,1,3,4,2,4
0,27,1,3,1,1,3832751,0,2,8,3832,2,1,1,5,29,7,1,1,0,2,0,4
0,43,0,1,5,1,8154472,2,2,10,1902,1,10,1,12,10,6,1,1,3,1,1,4
0,46,0,2,1,0,505020,10,2,6,1767,1,15,1,24,31,1,1,0,3,4,2,9
0,55,0,1,4,1,1069422,6,2,5,1902,1,11,1,5,17,5,0,1,2,1,0,5
1,6,1,3,7,1,2338408,9,1,12,543,2,10,1,18,9,6,1,1,0,4,1,6
0,52,2,2,5,1,851246,8,7,9,533,3,1,1,14,18,1,1,1,0,0,2,4
2,52,0,3,1,0,716230,6,8,6,3286,3,5,1,12,3,4,1,1,3,0,1,6
2,30,0,2,7,0,215870,2,1,3,2389,3,6,1,14,40,9,0,1,1,3,1,8
0,7,0,2,1,0,891648,10,2,6,521,3,15,1,9,23,2,0,0,1,4,0,10
0,52,0,1,1,0,851246,3,2,6,1516,3,5,1,14,9,4,1,0,0,3,2,10
3,26,0,1,8,0,2651024,9,2,8,1767,3,1,1,13,3,4,1,1,2,2,2,8
0,26,1,2,6,0,967908,1,1,10,1552,1,20,0,23,4,5,0,0,2,2,1,9
1,20,1,1,3,0,738824,0,1,7,521,2,8,0,22,7,4,1,1,0,2,0,2
2,46,1,3,0,1,589089,7,1,11,1902,1,7,1,14,9,3,0,0,3,3,0,8
0,58,0,2,6,0,5007892,6,1,10,1355,3,13,0,14,25,9,0,0,1,0,1,4
0,30,1,4,5,0,3017170,3,2,8,3467,2,6,1,16,10,3,0,0,2,4,2,4
0,11,1,1,8,0,9587831,5,1,6,533,1,15,1,5,40,9,1,0,1,3,2,4
0,46,1,3,6,0,3498858,9,7,4,883,1,6,1,3,29,6,1,1,2,1,2,4
2,20,1,2,8,0,938438,5,2,6,768,3,23,0,4,5,7,0,1,1,3,2,8
0,52,0,1,4,0,716230,3,1,8,1394,1,5,1,23,10,2,0,0,0,2,2,10
3,14,0,1,2,0,2462054,1,1,12,1552,2,10,0,14,17,9,1,0,1,2,0,8
3,26,1,2,1,1,556724,3,2,8,831,3,16,0,9,3,3,0,0,1,1,2,8
1,33,0,1,3,1,738824,7,1,10,395,3,10,1,13,19,0,0,1,2,3,2,10
0,19,0,2,5,1,9258371,7,1,7,2305,3,1,1,13,15,7,0,1,0,4,0,4
0,14,1,2,6,0,310904,5,2,8,519,3,6,0,4,7,8,1,1,3,1,2,9
0,28,0,3,4,1,436464,4,2,10,1244,2,16,1,6,23,9,1,0,2,3,2,9
0,18,0,1,3,0,403987,2,1,6,2558,2,13,0,12,12,5,0,1,3,3,0,10
3,21,1,1,6,1,277431,1,2,11,2690,1,15,1,15,20,7,0,0,3,1,0,8
0,30,1,2,2,0,891648,4,2,4,1166,2,10,1,2,10,3,0,1,1,3,0,9
2,18,1,3,7,0,111985,10,2,8,632,1,4,1,7,30,3,1,1,0,2,2,8
0,55,0,3,2,1,1460818,3,7,5,3832,3,17,1,21,33,0,0,0,3,1,2,4
0,59,0,3,0,0,150237,10,1,9,2375,1,10,1,12,19,1,1,1,2,0,1,10
1,6,0,3,6,1,5797253,10,1,10,689,3,6,1,14,9,5,0,0,2,2,0,6
1,56,1,3,6,1,735697,0,1,8,2573,1,20,1,6,3,1,1,1,1,4,2,9
0,55,0,1,4,1,589089,5,2,10,2375,2,24,0,14,7,8,0,1,1,0,0,10
0,19,1,3,8,1,3498858,10,1,10,2699,2,10,1,7,31,7,1,0,0,3,2,4
3,30,1,2,8,0,148716,4,2,8,845,1,10,1,12,39,7,0,0,0,0,1,8
1,20,0,3,6,0,891648,9,4,6,1507,1,4,0,14,15,2,0,0,1,2,1,1
1,26,1,1,5,0,5007892,4,7,7,1758,2,15,1,20,8,1,0,0,0,4,0,4
0,18,1,2,9,0,3350881,9,2,11,2372,3,17,1,13,40,3,0,1,2,4,0,4
0,26,1,2,1,1,6251352,9,2,10,3139,2,9,1,17,13,3,1,1,2,0,0,4
1,18,0,3,8,0,1563723,2,2,10,2445,3,1,1,23,4,0,1,0,1,0,2,7
2,37,1,3,4,1,218690,1,1,10,263,3,14,1,15,10,3,0,0,1,1,0,8
0,41,1,3,7,0,309195,7,1,5,3467,3,10,1,16,9,6,1,1,0,3,0,9
0,34,1,2,5,0,7775818,10,2,9,1516,2,25,1,8,28,9,0,0,1,1,2,4
0,41,0,1,6,0,574390,3,2,10,395,3,10,1,0,1,6,0,1,1,0,2,9
1,19,0,3,8,1,2651024,0,2,10,1718,3,4,1,10,23,3,0,0,0,1,2,1
1,22,1,2,9,0,5797253,4,2,8,2558,3,9,0,20,9,1,0,1,3,0,0,2
0,57,1,1,7,1,589089,3,4,6,3912,2,24,0,23,31,9,0,1,2,1,2,5
0,53,0,2,4,1,1884102,2,1,6,845,1,10,0,18,10,9,0,0,0,1,2,5
2,13,1,2,5,0,657054,4,4,10,1682,2,14,1,17,6,4,1,0,2,1,1,8
0,15,0,2,2,1,816236,10,2,10,1552,2,8,0,14,28,9,0,1,0,1,0,9
1,15,1,3,6,0,2338408,10,7,10,1542,3,7,0,11,28,3,0,0,0,1,1,4
0,23,1,3,0,1,7135245,2,4,5,1633,1,21,1,14,25,5,1,1,3,1,0,3
0,18,0,2,2,0,1795936,7,1,8,831,1,10,0,13,34,7,1,0,1,0,2,10
0,32,2,1,5,0,5321373,6,1,10,2573,3,9,0,14,3,5,1,1,3,1,0,4
0,14,1,2,0,1,436464,1,2,8,407,2,14,1,16,5,0,1,1,0,0,0,9
1,8,1,4,7,1,893732,4,3,5,519,3,3,1,14,39,1,1,1,0,2,2,6
1,7,0,1,4,0,8154472,5,4,8,1649,1,23,1,13,12,9,1,1,2,4,2,4
0,30,2,2,2,0,589089,2,3,10,1767,2,14,1,5,23,9,1,1,0,0,0,9
2,18,1,3,7,0,4823265,6,4,8,533,1,4,0,11,17,3,1,1,1,2,0,6
0,60,0,2,2,1,150237,10,2,5,3912,1,9,1,14,5,6,0,1,0,3,1,5
0,19,0,2,2,1,148716,3,2,10,2672,3,8,0,21,8,3,0,1,2,2,0,9
3,24,0,2,2,1,657054,2,2,9,1682,2,2,0,12,10,9,1,0,2,1,0,8
0,25,0,3,3,0,4648178,2,8,10,831,2,20,1,15,15,8,1,1,1,0,1,3
0,59,0,3,8,1,112202,7,2,4,2690,2,1,1,13,10,5,1,1,1,4,2,5
0,62,0,3,3,0,403987,6,1,10,897,1,20,0,1,12,6,0,1,1,2,0,10
1,30,1,1,9,1,428343,1,2,10,396,1,14,0,12,16,2,0,0,0,0,0,9
1,30,1,3,9,1,1795936,1,2,10,2305,2,5,1,12,5,2,1,1,2,4,1,6
1,56,1,3,9,0,403987,5,2,11,1166,1,15,0,12,8,0,1,1,0,3,2,9
0,15,0,2,6,1,104907,3,2,3,3979,1,1,1,12,10,1,1,0,0,2,1,9
1,72,1,3,7,0,399312,4,2,10,1166,3,7,1,13,30,0,1,1,2,1,1,9
3,37,0,1,5,0,680555,4,8,8,2202,3,18,0,5,39,1,1,0,3,2,0,6
1,17,0,2,6,0,738824,7,2,12,251,3,16,1,12,18,1,1,0,1,0,2,7
0,21,1,3,2,0,3498858,3,2,8,521,2,5,1,12,20,8,1,1,0,3,2,4
0,16,0,1,5,0,2753719,4,3,10,1869,2,8,1,16,6,3,1,0,1,1,1,9
0,48,0,1,3,0,571428,7,3,8,3954,2,18,0,24,27,6,1,1,0,2,2,9
1,25,2,2,7,1,987529,3,4,10,3286,3,28,1,13,17,7,1,1,1,4,2,6
0,6,0,1,7,0,150237,1,2,3,355,1,14,1,12,7,7,0,0,0,3,1,10
3,41,0,2,1,1,8017090,6,2,11,1932,1,21,0,9,9,2,1,0,3,1,2,4
1,35,1,3,1,0,652739,5,7,5,2334,2,4,1,14,1,6,0,1,3,4,1,6
1,60,0,2,3,0,8973395,2,8,10,2690,3,15,1,12,30,2,1,1,0,3,2,10
0,73,0,3,6,1,2462054,9,2,6,2445,3,5,1,16,26,7,0,0,0,0,0,4
0,8,1,3,4,0,6969252,7,1,5,519,3,6,0,17,15,8,0,1,0,3,0,4
1,52,0,2,4,0,4823265,4,2,10,1758,1,7,0,21,29,5,0,0,3,3,0,6
1,42,1,1,2,0,680555,8,2,12,828,1,18,1,17,28,1,0,1,0,2,1,9
0,48,0,4,5,0,150237,4,2,0,3912,3,1,0,6,10,8,0,1,0,1,2,9
0,8,0,1,7,1,716230,2,2,10,3214,3,8,0,14,12,4,1,0,1,3,2,10
0,15,1,1,8,1,1069422,10,1,9,3749,2,28,1,12,4,1,1,0,0,3,2,9
1,20,1,2,7,0,5797253,2,2,4,2389,2,15,1,16,1,6,1,0,0,0,1,2
0,13,1,3,4,0,735697,6,2,8,1503,1,3,1,7,9,8,1,1,2,3,1,9
0,48,0,2,0,0,967908,10,1,1,370,2,1,0,15,11,7,1,1,2,0,1,9
0,21,0,4,9,0,7135245,4,1,6,2372,3,15,1,13,3,5,1,0,2,4,0,4
3,48,1,2,2,0,967908,4,2,10,2699,2,6,1,24,7,6,1,0,0,4,2,8
0,15,1,3,5,0,2462054,8,2,10,1902,1,8,1,17,19,6,0,1,3,1,1,4
0,10,0,2,1,0,657054,1,2,9,2672,1,7,1,9,12,3,1,0,0,2,2,10
1,41,0,1,4,1,716230,4,2,7,3467,1,10,1,12,23,7,1,0,1,1,1,10
2,19,0,1,3,0,257205,4,1,7,1219,3,4,1,9,25,0,1,1,3,4,2,8
0,20,0,1,2,0,111985,2,1,0,2551,3,10,1,21,18,3,1,1,3,1,2,10
0,33,0,2,5,1,5321373,9,1,8,2768,2,15,1,15,2,4,1,0,3,1,2,4
0,30,1,2,1,1,6394389,9,1,10,2699,3,7,1,12,2,6,0,1,0,0,1,4
1,20,2,3,1,1,277431,0,2,10,1987,2,9,1,5,6,8,1,0,2,1,0,9
0,58,0,2,1,0,2651024,9,2,8,1468,3,1,1,14,12,3,1,1,0,2,0,5
0,20,0,3,5,1,738824,3,2,8,1649,3,6,0,6,17,0,1,0,0,1,0,9
2,37,1,3,6,0,980184,0,1,12,1047,1,28,0,18,20,8,0,0,0,1,0,8
0,45,1,4,3,1,4648178,8,2,9,2299,1,15,1,14,10,3,1,1,2,1,1,4
1,18,0,2,1,0,8154472,2,1,6,2699,2,8,0,12,33,9,0,1,0,3,1,6
3,37,0,3,7,0,6153800,3,2,5,1399,3,3,0,15,28,5,1,1,0,3,0,6
0,36,1,2,4,0,150237,5,2,4,1503,2,16,1,7,40,8,0,0,0,1,0,9
0,13,2,3,0,0,656271,10,2,5,1633,3,4,1,12,18,4,0,1,1,4,0,9
2,43,0,3,6,0,4823265,4,1,10,2699,3,4,1,12,9,1,1,0,2,2,2,6
0,57,1,1,6,1,910711,10,2,8,263,1,3,1,17,34,9,1,1,0,3,1,9
0,24,0,3,7,1,218690,2,2,5,884,1,2,1,16,20,0,1,0,0,3,0,9
2,60,0,1,1,0,716230,3,3,5,845,3,10,0,12,11,1,0,0,1,3,1,8
0,31,0,3,7,0,4648178,9,4,5,673,2,6,1,13,8,5,1,1,3,2,0,4
0,13,0,1,4,0,218690,7,2,8,3214,1,8,1,13,3,4,1,1,3,1,2,10
0,25,0,2,5,0,5007892,2,2,10,828,3,7,1,16,8,4,1,1,0,2,1,4
1,43,0,1,5,0,5381784,1,2,7,1130,3,10,1,14,36,7,0,1,3,2,1,6
1,41,1,3,8,1,4648178,4,1,9,370,3,10,1,5,20,1,1,0,2,0,0,6
1,5,0,2,0,0,680555,10,4,10,1394,2,24,1,15,21,4,0,0,1,1,0,7
0,25,1,3,2,0,8348261,0,2,12,2375,3,13,0,13,27,7,1,0,2,4,1,4
1,27,0,2,9,0,2462054,7,2,4,1130,1,7,1,13,13,4,1,1,1,1,2,9
0,32,0,3,3,1,851246,2,8,6,3139,1,10,0,17,7,5,0,1,1,3,2,4
0,60,0,3,8,0,3832751,9,8,10,2831,2,15,1,14,6,4,1,1,3,1,1,3
0,19,0,2,8,1,277431,4,8,12,2672,3,4,1,16,22,8,1,0,3,1,0,4
0,53,0,2,0,0,309195,2,1,4,3979,2,6,0,12,6,9,0,0,0,2,1,10
1,19,2,1,3,0,984830,10,2,9,3832,1,6,0,6,6,6,1,0,3,1,2,7
2,67,1,2,4,0,938438,4,1,6,2831,2,4,1,18,38,8,0,1,0,1,2,8
1,46,1,3,2,1,5381784,6,2,9,768,3,5,1,12,12,5,1,1,3,1,2,6
1,72,0,2,1,0,738824,1,2,10,884,2,2,0,16,4,1,0,0,1,4,0,10
1,56,1,3,8,0,150237,8,4,11,263,2,3,0,21,5,9,1,0,2,2,2,6
0,34,1,1,5,1,816236,5,2,9,828,2,15,1,17,23,7,1,1,1,4,2,9
0,19,1,1,6,0,910711,3,4,8,533,1,23,1,14,10,3,1,1,0,3,2,9
3,51,0,3,6,0,505020,1,2,6,3286,2,2,0,14,33,9,0,1,0,2,2,8
1,48,0,2,9,1,5381784,2,2,8,673,2,17,1,21,12,1,1,1,3,0,2,6
0,55,1,3,5,0,735697,10,1,10,1542,3,25,1,10,10,5,1,1,3,4,2,9
0,43,0,2,0,1,9258371,4,1,6,2699,3,10,0,18,28,3,1,1,2,3,0,4
0,19,1,2,8,0,910711,2,2,10,3749,2,29,1,24,12,1,1,1,3,0,2,9
0,19,0,2,2,1,6251352,3,2,12,689,3,18,0,15,26,2,1,1,2,1,1,4
3,24,0,4,6,0,9258371,9,2,7,337,1,3,0,14,28,7,0,0,2,4,0,8
1,17,1,2,6,1,1795936,8,4,9,2558,2,10,1,13,19,5,1,1,1,4,2,6
0,6,1,3,9,1,3832751,1,4,9,1166,1,14,1,12,17,0,0,1,3,1,2,4
1,14,0,2,3,1,680555,10,2,8,519,3,1,1,2,10,3,1,0,3,2,2,7
0,24,1,3,0,0,2074427,4,1,10,883,3,15,1,2,3,2,0,0,3,4,2,9
2,20,0,1,9,1,2074427,8,1,6,897,3,5,1,20,18,4,0,1,2,0,1,8
2,56,1,1,4,1,5321373,4,1,10,1902,3,1,1,7,11,0,0,1,2,3,1,6
0,41,0,3,5,1,5321373,4,2,5,2375,3,2,1,14,8,2,0,1,2,1,0,4
0,60,0,2,4,0,910711,7,2,10,1987,2,14,1,13,11,4,1,0,1,2,0,10
1,60,0,2,3,1,6394389,4,2,8,2690,1,1,1,16,29,5,0,0,1,1,1,6
3,73,1,2,7,0,657054,4,2,6,306,1,14,1,4,19,7,0,1,3,2,1,8
0,60,2,1,3,1,4782671,0,2,12,2831,3,4,1,15,31,9,0,0,0,3,2,4
2,31,0,3,4,0,5321373,7,2,0,370,2,3,1,14,36,1,0,1,1,2,2,6
2,19,1,2,0,1,310904,8,1,5,1987,2,2,0,12,27,3,1,0,2,4,1,8
0,23,0,1,9,0,277431,9,1,7,1468,1,6,1,12,20,9,0,0,1,4,2,10
1,30,1,2,9,0,910711,5,3,5,602,3,1,1,4,14,2,1,1,1,0,0,9
0,32,1,3,7,1,329840,6,4,4,486,2,4,0,9,19,8,0,0,2,0,2,4
0,18,0,3,7,0,2462054,0,2,7,337,1,1,1,15,5,4,1,0,2,4,1,4
0,62,1,1,6,1,9525596,10,1,12,543,2,24,1,6,33,1,0,0,0,3,0,4
1,23,1,2,4,0,2338408,6,3,12,1219,3,2,1,7,5,7,0,0,1,4,1,2
0,73,1,2,5,0,5381784,0,3,4,2558,3,3,1,6,9,9,0,1,1,3,0,4
2,29,1,2,3,0,212243,6,1,8,3972,1,4,1,13,5,2,0,1,0,1,2,8
0,53,1,3,8,1,9587831,8,4,6,1468,1,25,1,14,10,6,0,0,3,0,2,3
1,11,0,2,9,0,893732,7,2,10,2299,2,15,1,13,9,4,0,1,1,3,0,7
1,17,1,4,3,1,987529,7,2,9,1542,2,10,0,21,20,1,1,1,3,3,2,6
0,60,1,3,8,0,680555,6,1,12,828,1,14,1,13,21,7,1,0,2,3,0,9
1,25,0,1,1,1,260870,7,2,5,2375,3,23,1,13,5,4,0,0,3,2,1,1
1,57,1,2,2,1,7135245,0,4,3,1902,1,14,1,14,29,3,1,1,1,0,2,9
2,19,1,3,9,1,218690,0,1,10,337,1,10,0,15,3,6,1,0,2,0,0,8
0,25,0,2,3,1,104907,6,2,0,1394,2,10,1,16,9,8,0,1,3,1,1,9
0,41,0,2,8,1,260870,10,8,10,1633,2,10,1,5,7,5,0,1,2,0,1,4
2,27,0,3,0,0,150237,4,2,10,3749,3,5,1,18,9,8,1,0,2,3,2,8
0,21,1,1,0,0,399312,0,1,9,1244,2,1,0,12,14,5,0,0,0,3,1,9
0,20,0,2,4,1,949312,10,2,10,897,3,1,1,14,23,7,1,1,0,3,0,9
2,25,1,3,2,1,1718402,9,1,12,2375,3,8,1,17,38,6,1,0,0,2,0,8
2,22,1,3,3,1,987529,2,2,6,1902,1,6,1,14,13,4,0,1,1,1,0,8
1,53,0,1,5,0,335973,2,2,8,1682,3,23,1,14,18,8,0,0,0,3,1,10
0,42,1,3,1,1,1460818,2,8,10,3749,2,3,1,6,9,4,1,1,0,0,0,4
0,30,0,1,0,0,2074427,10,2,9,3214,1,28,1,1,29,5,1,1,2,4,0,9
3,51,0,3,0,0,215870,4,2,6,831,1,6,1,8,19,1,1,1,2,3,0,8
0,14,1,1,4,0,5330846,3,2,4,379,3,10,1,13,11,4,1,0,0,0,0,4
1,11,0,2,9,0,399312,7,2,3,2672,1,7,1,17,28,8,1,1,2,1,0,7
1,60,0,1,8,1,428343,10,1,4,2768,2,6,1,14,20,6,0,1,1,4,2,10
0,25,1,2,0,1,1164430,9,2,12,2305,1,1,0,14,7,8,1,1,2,3,1,9
0,17,0,2,7,1,6941819,6,8,1,3954,1,9,1,14,12,7,1,1,1,3,1,3
0,20,0,2,5,1,837270,7,4,10,1394,2,1,1,12,10,5,1,0,1,2,1,4
1,52,1,1,2,0,4648178,0,2,8,379,3,14,1,14,4,4,0,1,3,1,2,6
0,14,0,3,7,0,910711,0,2,4,3979,2,10,0,13,1,7,0,0,3,4,2,9
0,25,1,3,9,0,5381784,2,2,7,1219,1,3,1,22,1,8,1,1,0,4,0,4
3,48,0,3,1,1,5330846,5,1,7,519,1,8,1,21,20,8,0,0,1,2,0,6
0,46,0,3,7,1,7508875,1,2,4,2733,2,15,1,14,11,8,1,1,2,0,2,4
0,5,1,1,8,1,716230,4,2,12,853,1,25,0,12,3,3,1,0,3,3,2,9
2,12,1,1,2,1,8154472,8,2,6,355,3,9,0,14,19,2,0,1,0,1,0,4
0,26,1,1,1,1,8348261,5,1,0,1649,2,10,1,15,20,7,0,1,1,3,2,4
1,18,0,2,4,0,6394389,4,4,12,831,1,6,0,12,11,3,1,1,2,3,0,4
2,52,1,3,7,0,2651024,3,2,0,1516,1,17,1,16,12,2,1,1,2,1,0,6
1,22,0,3,2,0,336197,1,3,10,1468,3,10,0,20,10,1,1,0,3,0,1,1
0,72,0,3,3,1,7135245,3,4,5,1166,2,4,1,12,1,8,0,1,0,4,0,3
1,18,0,4,5,0,589089,0,2,8,1649,3,14,0,14,20,6,0,0,0,4,2,7
0,21,0,1,0,0,6683746,0,1,6,883,1,4,1,7,4,3,1,1,2,1,0,4
0,29,0,3,8,0,5797253,3,4,12,2733,2,15,1,12,4,2,0,0,1,3,2,4
0,39,0,1,8,1,111985,4,2,12,407,2,2,0,14,28,9,1,0,0,0,2,9
0,30,1,1,9,0,949312,7,7,9,1394,1,5,0,14,9,0,1,0,2,4,1,4
0,30,2,3,5,1,7508875,3,2,10,355,2,4,1,12,19,7,1,1,0,4,2,4
1,24,0,2,3,0,652739,1,1,8,2551,1,4,0,17,36,2,1,1,0,1,1,1
1,25,1,2,4,1,336197,7,2,12,3954,3,15,0,9,29,3,0,0,2,2,0,2
0,18,1,3,4,0,556724,8,2,7,395,1,2,1,6,18,8,1,0,0,1,0,9
1,14,1,1,4,1,3350881,6,2,4,263,3,1,1,12,19,5,0,0,1,2,2,6
1,53,0,1,0,1,214791,8,4,10,3972,2,6,1,17,20,0,0,0,1,3,1,9
0,25,0,1,9,0,2651024,7,2,1,1932,1,24,0,12,13,3,1,1,1,1,1,9
1,19,0,1,7,1,336197,2,2,9,1399,3,15,0,12,38,7,1,1,0,1,0,1
0,21,0,1,8,0,1563723,2,1,5,1825,1,24,0,21,2,9,0,1,3,3,0,10
0,36,1,1,7,0,7135245,1,1,10,897,3,6,1,14,23,9,0,1,0,0,0,4
2,60,1,2,6,1,588503,2,2,7,3972,1,1,1,14,23,6,0,0,3,4,2,8
0,35,0,3,2,0,310904,10,2,3,2299,1,21,1,21,19,5,1,1,2,4,0,9
0,19,0,3,5,0,104907,7,1,10,828,3,14,1,14,16,7,0,1,1,1,0,10
0,32,0,3,6,1,738824,10,2,12,768,3,10,1,6,20,5,1,1,0,4,0,9
0,31,0,1,6,1,7850318,0,2,12,3139,3,10,0,18,10,5,0,1,2,2,2,4
1,24,0,2,2,1,7508875,1,1,6,407,1,24,1,7,20,7,1,1,0,3,1,1
0,7,0,1,8,1,657054,2,1,8,2389,2,14,0,14,20,2,1,1,1,3,0,10
1,23,0,1,2,0,5381784,9,1,10,2768,3,9,1,20,23,1,1,0,2,0,1,1
0,55,1,2,1,0,754169,9,3,4,355,2,1,1,21,29,6,0,1,3,4,1,5
0,37,0,2,2,1,738824,8,1,6,306,2,8,1,12,22,7,1,1,2,4,2,9
0,41,0,2,1,0,111985,3,2,7,3979,3,2,1,23,20,6,1,0,1,1,1,9
1,57,0,3,5,0,212243,2,2,10,1244,3,24,1,14,10,8,1,0,2,3,0,9
0,22,0,2,7,0,738824,0,2,8,2445,1,8,1,14,10,5,1,0,2,3,0,10
0,48,0,3,2,1,7850318,8,1,5,1542,3,16,1,14,6,4,0,0,1,1,0,4
1,47,0,4,2,1,837270,5,4,11,3912,2,18,1,5,20,6,1,1,1,0,2,6
0,20,1,2,9,1,150237,6,1,8,370,2,15,1,16,26,6,1,0,2,4,2,9
0,30,0,2,0,1,5007892,10,1,9,1767,2,5,1,24,27,1,0,1,2,1,1,4
0,60,0,3,1,1,851246,10,2,8,3912,2,6,1,12,9,7,1,0,3,1,1,5
1,19,1,4,7,1,310904,1,2,8,1869,2,10,1,14,1,4,0,0,3,3,2,2
0,42,1,2,2,0,9587831,8,1,10,2672,2,9,1,16,19,0,0,0,0,3,0,4
2,25,0,1,8,1,1795936,7,2,9,533,3,3,1,13,27,8,0,0,3,1,0,8
0,19,0,3,0,0,5321373,0,2,12,689,1,5,1,5,20,0,1,1,2,3,1,4
2,18,1,2,0,1,436464,10,3,6,395,1,7,1,14,14,5,0,0,2,4,0,8
0,7,0,1,0,1,6251352,5,2,10,2389,3,21,1,16,7,3,1,0,2,0,1,4
1,22,1,2,3,0,8154472,7,1,4,828,3,15,1,14,38,4,1,0,0,2,0,2
0,51,1,2,5,0,4782671,3,2,10,3214,3,2,1,16,5,2,0,1,2,0,2,4
0,25,0,3,4,0,335973,3,8,5,337,2,9,1,12,40,8,1,1,2,3,0,4
3,28,1,1,5,1,738824,9,2,9,1507,2,3,0,15,38,4,1,1,3,1,0,8
0,60,1,3,3,1,657054,8,4,8,1507,1,6,1,15,30,5,0,0,1,0,0,4
1,27,0,2,3,0,336197,0,4,7,2372,1,17,1,18,13,0,1,0,3,3,2,9
1,15,1,2,6,1,9525596,1,1,8,3972,3,5,1,24,9,8,0,1,0,4,0,4
0,25,0,4,0,1,588503,0,2,5,1468,2,8,1,7,23,7,1,1,0,2,0,4
1,23,1,2,8,0,4648178,0,7,10,1219,3,23,1,16,12,1,1,1,2,4,0,2
3,7,0,3,9,0,428343,7,2,10,2445,3,14,0,13,36,4,1,1,0,4,0,8
0,53,0,2,1,0,309195,4,4,12,1219,2,9,0,6,15,3,1,1,3,2,0,5
1,32,0,1,2,0,277431,5,1,10,768,3,5,1,10,3,8,1,1,1,3,1,10
1,52,0,3,7,0,2462054,9,4,4,2551,3,14,0,17,29,7,0,1,3,2,0,6
0,8,1,2,8,0,257205,10,1,5,853,2,10,1,15,9,2,1,1,2,1,0,9
1,47,1,4,5,0,657054,8,2,1,1649,1,6,0,14,29,1,0,1,3,1,0,9
0,26,0,1,4,0,260870,10,2,8,3972,3,5,1,18,39,6,0,1,3,1,2,9
0,73,0,1,9,1,1069422,6,2,8,897,3,2,0,14,3,3,0,1,1,0,2,5
1,24,0,4,9,0,1460818,4,2,10,632,2,15,1,12,12,6,1,0,0,2,2,1
0,33,0,3,8,1,131480,4,1,10,3972,2,21,1,12,20,2,1,0,1,3,0,9
0,52,1,1,5,0,1360106,3,2,10,673,1,10,0,14,16,2,0,0,2,4,0,9
1,20,0,2,0,1,1884102,6,1,10,1825,2,3,1,13,29,1,0,1,3,2,2,1
0,62,1,2,0,0,9525596,1,1,10,831,1,21,0,17,1,0,0,1,2,1,0,4
1,57,0,2,4,0,111985,7,4,5,486,1,4,0,6,12,4,0,1,2,1,0,9
0,25,0,2,5,1,505020,6,1,10,337,1,14,0,5,31,7,0,1,0,0,1,10
0,67,2,3,6,0,131480,1,2,9,2160,1,5,1,10,10,7,0,1,0,1,1,5
1,60,0,3,0,1,218690,5,2,10,1219,2,4,1,6,12,0,0,0,3,1,0,9
0,52,0,1,1,0,6153800,5,4,5,632,3,14,0,9,11,2,1,1,2,2,0,4
0,36,1,1,1,1,3832751,10,1,5,1130,3,5,1,13,4,9,1,1,1,2,1,9
1,59,0,1,9,1,967908,8,2,5,2160,1,5,1,5,18,0,0,1,1,4,0,10
1,14,0,2,1,1,891648,7,2,7,1552,2,9,1,15,15,9,0,0,3,1,1,7
0,60,0,2,8,0,7775818,8,2,7,251,3,15,1,12,27,0,0,1,3,4,0,4
1,29,0,2,3,1,6251352,3,2,4,2048,1,10,1,5,5,9,0,0,1,3,2,6
